node_id	pr_value
663930	0.00017207257671927257
482708	9.360627198771582e-05
1034017	5.627944633705183e-05
663559	5.0722392583392945e-05
357530	4.623226759368331e-05
1120567	4.359591586054207e-05
663605	4.249432279620714e-05
663682	3.679103013326486e-05
664788	3.522250395343504e-05
1108860	3.437780448609902e-05
