node_id	pr_value
663930	0.0001720744599820259
482708	9.360661902065223e-05
1034017	5.629099223291446e-05
663559	5.072266813527959e-05
357530	4.62324479790123e-05
1120567	4.3618877577775126e-05
663605	4.2494599341457774e-05
663682	3.679104062604347e-05
664788	3.522277066379442e-05
1108860	3.440201621441623e-05
